index,ID,GENDER,OWN_CAR,OWN_REALTY,CHILDREN,TOTAL_INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_STATUS,HOUSING_TYPE,AGE,EXPERIENCE,WORK_PHONE,OCCUPATION_TYPE,FAM_MEMBERS,CREDIT_CARD_APPROVAL_STATUS
7942,5029162,0,0,0,0,180000.0,0,4,1,1,34.0,4.0,1,16,2.0,1
7950,5029163,0,0,1,3,157500.0,4,4,0,1,31.0,9.0,0,8,5.0,1
7951,5029165,0,0,1,3,292500.0,4,2,1,1,32.0,10.0,1,12,5.0,1
7957,5029166,0,1,1,0,360000.0,0,4,1,1,55.0,14.0,0,10,2.0,1
7964,5029168,0,0,1,0,117000.0,1,4,1,1,56.0,0.0,0,15,2.0,1
7976,5029169,0,0,0,1,202500.0,4,4,1,1,53.0,32.0,0,11,3.0,1
7986,5029171,0,1,1,0,225000.0,0,4,1,1,36.0,8.0,0,10,2.0,1
7988,5029172,0,0,1,0,112500.0,1,4,0,1,57.0,0.0,0,15,2.0,1
7989,5029173,0,0,1,0,315000.0,0,4,1,1,51.0,8.0,0,16,2.0,1
7997,5029175,1,0,0,0,202500.0,4,4,3,2,48.0,9.0,0,8,1.0,1
8008,5029176,1,1,1,0,130500.0,4,4,1,1,53.0,31.0,0,4,2.0,1
8012,5029177,1,1,0,0,202500.0,4,4,1,1,41.0,12.0,0,12,2.0,1
8016,5029178,0,0,1,0,193500.0,1,1,1,1,56.0,0.0,0,15,2.0,1
8024,5029180,1,1,1,0,157500.0,0,4,1,1,46.0,2.0,0,18,2.0,1
8027,5029181,1,1,1,0,157500.0,0,4,1,1,47.0,1.0,0,4,2.0,1
8031,5029182,1,1,1,0,202500.0,4,4,1,1,27.0,6.0,0,10,2.0,1
8038,5029183,0,0,1,2,135000.0,0,4,0,1,36.0,1.0,0,8,4.0,1
8050,5029184,0,0,1,1,108000.0,4,4,1,1,43.0,12.0,0,8,3.0,1
8065,5029186,0,0,1,0,135000.0,1,4,1,1,51.0,0.0,0,15,2.0,1
8068,5029187,0,0,0,0,157500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
8073,5029188,1,1,1,0,193500.0,2,1,1,1,48.0,13.0,0,6,2.0,1
8085,5029189,0,1,1,0,252000.0,2,4,1,1,35.0,17.0,1,11,2.0,1
8098,5029190,0,0,0,0,112500.0,0,4,1,1,36.0,6.0,1,16,2.0,1
8104,5029191,0,0,1,0,202500.0,4,4,1,1,32.0,8.0,0,16,2.0,1
8110,5029193,0,0,1,1,135000.0,0,4,1,1,42.0,22.0,0,3,3.0,1
8115,5029194,1,1,1,0,225000.0,4,4,1,1,52.0,8.0,0,8,2.0,1
8124,5029195,0,0,1,0,94500.0,4,4,1,1,49.0,1.0,0,8,2.0,1
8126,5029196,0,0,0,0,225000.0,1,4,1,1,59.0,0.0,0,15,2.0,1
8136,5029198,0,0,1,1,103500.0,4,4,1,1,34.0,3.0,1,8,3.0,1
8140,5029199,1,1,1,0,90000.0,0,4,1,1,51.0,4.0,0,8,2.0,1
8141,5029200,1,1,1,0,90000.0,0,4,1,1,51.0,4.0,0,8,2.0,1
8142,5029203,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8143,5029204,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8144,5029205,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8145,5029207,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8146,5029208,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8147,5029209,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8148,5029210,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8149,5029211,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8150,5029212,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8151,5029213,0,0,1,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8155,5029214,0,0,1,0,126000.0,4,4,1,1,59.0,6.0,1,8,2.0,1
8156,5029216,0,0,1,0,126000.0,4,4,1,1,59.0,6.0,1,8,2.0,1
8157,5029220,0,1,1,0,108000.0,1,4,1,1,58.0,0.0,0,15,2.0,1
8158,5029222,0,1,1,0,108000.0,1,4,1,1,58.0,0.0,0,15,2.0,1
8159,5029223,0,1,1,0,108000.0,1,4,1,1,58.0,0.0,0,15,2.0,1
8161,5029225,0,1,1,0,144000.0,1,4,0,1,58.0,0.0,0,15,2.0,1
8162,5029226,0,1,1,0,144000.0,1,4,0,1,58.0,0.0,0,15,2.0,1
8163,5029227,1,0,1,0,180000.0,4,4,1,1,53.0,12.0,0,8,2.0,1
8164,5029228,1,0,1,0,180000.0,4,4,1,1,53.0,12.0,0,8,2.0,1
8165,5029230,1,0,1,0,180000.0,4,4,1,1,53.0,12.0,0,8,2.0,1
8166,5029231,1,0,1,0,180000.0,4,4,1,1,53.0,12.0,0,8,2.0,1
8167,5029232,1,0,1,0,180000.0,4,4,1,1,53.0,12.0,0,8,2.0,1
8168,5029233,1,0,1,0,180000.0,4,4,1,1,53.0,12.0,0,8,2.0,1
8169,5029234,1,0,1,0,180000.0,4,4,1,1,53.0,12.0,0,8,2.0,1
8170,5029235,0,0,1,0,81000.0,1,4,2,1,63.0,0.0,0,15,1.0,1
8171,5029236,0,0,1,0,81000.0,1,4,2,1,63.0,0.0,0,15,1.0,1
8172,5029237,0,0,1,0,81000.0,1,4,2,1,63.0,0.0,0,15,1.0,1
8173,5029238,0,0,1,0,81000.0,1,4,2,1,63.0,0.0,0,15,1.0,1
8174,5029239,0,0,1,0,81000.0,1,4,2,1,63.0,0.0,0,15,1.0,1
8175,5029240,0,0,0,0,247500.0,1,1,1,1,57.0,0.0,0,15,2.0,1
8176,5029243,0,0,0,0,247500.0,1,1,1,1,57.0,0.0,0,15,2.0,1
8177,5029244,0,0,1,2,90000.0,4,4,1,1,28.0,0.0,0,8,4.0,1
8178,5029245,0,0,1,2,90000.0,4,4,1,1,28.0,0.0,0,8,4.0,1
8179,5029247,0,0,1,0,135000.0,1,1,1,1,58.0,0.0,0,15,2.0,1
8180,5029248,1,1,1,0,135000.0,0,4,1,1,41.0,0.0,0,4,2.0,1
8181,5029249,1,0,1,0,157500.0,4,1,1,1,38.0,11.0,1,8,2.0,1
8182,5029251,1,0,1,0,157500.0,4,1,1,1,38.0,11.0,1,8,2.0,1
8183,5029252,1,0,1,0,157500.0,4,1,1,1,38.0,11.0,1,8,2.0,1
8184,5029253,1,0,1,0,157500.0,4,1,1,1,38.0,11.0,1,8,2.0,1
8185,5029254,1,0,1,0,157500.0,4,1,1,1,38.0,11.0,1,8,2.0,1
8186,5029255,1,0,1,0,157500.0,4,1,1,1,38.0,11.0,1,8,2.0,1
8187,5029256,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8188,5029257,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8189,5029258,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8190,5029259,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8191,5029260,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8192,5029261,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8193,5029262,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8194,5029263,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8195,5029264,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8196,5029265,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8197,5029266,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8198,5029267,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8199,5029268,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8200,5029269,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8201,5029270,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
8204,5029271,0,0,0,0,112500.0,4,4,3,1,28.0,1.0,0,16,1.0,1
8205,5029272,1,1,1,0,116653.5,0,4,1,1,25.0,4.0,1,8,2.0,1
8206,5029273,1,1,1,0,116653.5,0,4,1,1,25.0,4.0,1,8,2.0,1
8207,5029274,1,1,1,0,116653.5,0,4,1,1,25.0,4.0,1,8,2.0,1
8208,5029275,1,0,1,0,112500.0,0,4,1,1,48.0,7.0,0,18,2.0,1
8209,5029276,0,0,0,0,220500.0,4,4,1,1,41.0,0.0,0,12,2.0,1
8210,5029277,0,0,0,0,220500.0,4,4,1,1,41.0,0.0,0,12,2.0,1
8211,5029278,0,0,0,0,220500.0,4,4,1,1,41.0,0.0,0,12,2.0,1
8212,5029279,0,0,0,0,220500.0,4,4,1,1,41.0,0.0,0,12,2.0,1
8213,5029280,0,0,1,0,202500.0,1,4,2,1,64.0,0.0,0,15,1.0,1
8214,5029281,0,0,1,0,202500.0,1,4,2,1,64.0,0.0,0,15,1.0,1
8215,5029282,0,0,1,0,202500.0,1,4,2,1,64.0,0.0,0,15,1.0,1
8216,5029283,0,0,1,0,202500.0,1,4,2,1,64.0,0.0,0,15,1.0,1
8217,5029284,0,0,1,0,202500.0,1,4,2,1,64.0,0.0,0,15,1.0,1
8218,5029285,0,0,1,0,202500.0,1,4,2,1,64.0,0.0,0,15,1.0,1
8219,5029286,0,0,1,0,202500.0,1,4,2,1,64.0,0.0,0,15,1.0,1
8220,5029287,0,0,1,0,202500.0,1,4,2,1,64.0,0.0,0,15,1.0,1
8222,5029288,0,0,0,0,265500.0,1,4,1,1,56.0,0.0,0,15,2.0,1
8223,5029291,0,0,0,0,265500.0,1,4,1,1,56.0,0.0,0,15,2.0,1
8224,5029293,0,0,0,0,265500.0,1,4,1,1,56.0,0.0,0,15,2.0,1
8225,5029294,0,0,0,0,265500.0,1,4,1,1,56.0,0.0,0,15,2.0,1
8226,5029295,0,0,0,0,265500.0,1,4,1,1,56.0,0.0,0,15,2.0,1
8227,5029296,0,0,0,0,265500.0,1,4,1,1,56.0,0.0,0,15,2.0,1
8228,5029297,0,0,0,0,265500.0,1,4,1,1,56.0,0.0,0,15,2.0,1
8229,5029298,0,1,1,1,247500.0,4,2,1,1,38.0,0.0,0,16,3.0,1
8230,5029299,0,1,1,1,247500.0,4,2,1,1,38.0,0.0,0,16,3.0,1
8231,5029300,0,1,1,1,247500.0,4,2,1,1,38.0,0.0,0,16,3.0,1
8232,5029304,1,1,1,2,157500.0,4,4,1,1,42.0,0.0,0,4,4.0,1
8233,5029305,1,1,1,2,157500.0,4,4,1,1,42.0,0.0,0,4,4.0,1
8234,5029306,1,1,1,2,157500.0,4,4,1,1,42.0,0.0,0,4,4.0,1
8235,5029308,1,1,1,2,180000.0,2,4,1,5,45.0,5.0,0,8,4.0,1
8236,5029309,1,1,1,2,180000.0,2,4,1,5,45.0,5.0,0,8,4.0,1
8238,5029312,0,0,1,0,157500.0,4,4,1,1,42.0,6.0,0,8,2.0,1
8239,5029313,0,0,1,0,157500.0,4,4,1,1,42.0,6.0,0,8,2.0,1
8240,5029314,0,0,0,0,225000.0,2,4,1,1,41.0,23.0,0,3,2.0,1
8241,5029315,0,0,0,0,225000.0,2,4,1,1,41.0,23.0,0,3,2.0,1
8242,5029316,0,0,0,0,225000.0,2,4,1,1,41.0,23.0,0,3,2.0,1
8243,5029317,0,0,1,0,135000.0,4,4,1,1,42.0,0.0,0,16,2.0,1
8244,5029318,0,0,1,0,90000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8245,5029319,0,0,1,0,90000.0,1,4,1,1,60.0,0.0,0,15,2.0,1
8246,5029320,0,0,1,0,40500.0,1,4,1,1,49.0,0.0,0,15,2.0,1
8247,5029321,0,0,1,0,40500.0,1,4,1,1,49.0,0.0,0,15,2.0,1
8248,5029322,0,0,1,0,40500.0,1,4,1,1,49.0,0.0,0,15,2.0,1
8249,5029323,0,0,1,0,202500.0,1,4,1,1,64.0,0.0,0,15,2.0,1
8250,5029324,0,0,1,0,202500.0,1,4,1,1,64.0,0.0,0,15,2.0,1
8251,5029327,1,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
8252,5029328,1,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
8253,5029329,0,1,1,0,81000.0,4,4,1,1,36.0,5.0,1,12,2.0,1
8254,5029330,0,1,1,0,81000.0,4,4,1,1,36.0,5.0,1,12,2.0,1
8255,5029331,0,0,0,0,225000.0,4,4,2,1,32.0,3.0,0,16,1.0,1
8256,5029333,0,0,0,0,225000.0,4,4,2,1,32.0,3.0,0,16,1.0,1
8257,5029335,0,0,0,0,225000.0,4,4,2,1,32.0,3.0,0,16,1.0,1
8258,5029336,0,0,0,0,225000.0,4,4,2,1,32.0,3.0,0,16,1.0,1
8261,5029338,0,0,1,0,81000.0,4,4,1,1,52.0,0.0,1,16,2.0,1
8262,5029342,0,0,1,0,270000.0,1,4,1,1,55.0,0.0,0,15,2.0,1
8263,5029343,0,0,1,0,270000.0,1,4,1,1,55.0,0.0,0,15,2.0,1
8264,5029344,0,0,1,0,270000.0,1,4,1,1,55.0,0.0,0,15,2.0,1
8265,5029345,1,1,1,0,270000.0,4,1,1,1,29.0,1.0,0,4,2.0,1
8266,5029346,1,1,1,0,270000.0,4,1,1,1,29.0,1.0,0,4,2.0,1
8267,5029347,1,1,1,0,270000.0,4,1,1,1,29.0,1.0,0,4,2.0,1
8268,5029348,1,1,1,0,270000.0,4,1,1,1,29.0,1.0,0,4,2.0,1
8269,5029349,1,1,1,0,270000.0,4,1,1,1,29.0,1.0,0,4,2.0,1
8270,5029350,1,1,1,0,270000.0,4,1,1,1,29.0,1.0,0,4,2.0,1
8271,5029351,1,1,1,0,270000.0,4,1,1,1,29.0,1.0,0,4,2.0,1
8272,5029352,1,1,1,0,270000.0,4,1,1,1,29.0,1.0,0,4,2.0,1
8273,5029353,0,1,1,0,270000.0,0,1,3,1,39.0,3.0,0,16,1.0,1
8274,5029354,0,1,1,0,270000.0,0,1,3,1,39.0,3.0,0,16,1.0,1
8275,5029356,0,1,1,0,270000.0,0,1,3,1,39.0,3.0,0,16,1.0,1
8276,5029357,1,1,1,2,360000.0,4,4,1,1,36.0,2.0,0,10,4.0,1
8277,5029358,1,1,1,2,360000.0,4,4,1,1,36.0,2.0,0,10,4.0,1
8278,5029359,1,1,1,2,360000.0,4,4,1,1,36.0,2.0,0,10,4.0,1
8279,5029360,1,1,1,2,360000.0,4,4,1,1,36.0,2.0,0,10,4.0,1
8280,5029361,1,1,1,2,360000.0,4,4,1,1,36.0,2.0,0,10,4.0,1
8281,5029362,1,1,1,2,360000.0,4,4,1,1,36.0,2.0,0,10,4.0,1
8282,5029363,1,1,1,2,360000.0,4,4,1,1,36.0,2.0,0,10,4.0,1
8283,5029364,0,0,1,2,157500.0,4,4,1,1,37.0,4.0,0,3,4.0,1
8284,5029365,0,0,1,2,157500.0,4,4,1,1,37.0,4.0,0,3,4.0,1
8285,5029366,0,0,1,2,157500.0,4,4,1,1,37.0,4.0,0,3,4.0,1
8286,5029367,0,0,1,2,157500.0,4,4,1,1,37.0,4.0,0,3,4.0,1
8287,5029368,0,0,1,2,157500.0,4,4,1,1,37.0,4.0,0,3,4.0,1
8288,5029369,0,0,1,2,157500.0,4,4,1,1,37.0,4.0,0,3,4.0,1
8289,5029370,0,0,1,2,157500.0,4,4,1,1,37.0,4.0,0,3,4.0,1
8290,5029373,0,0,1,0,270000.0,4,1,1,1,47.0,0.0,0,12,2.0,1
8291,5029374,0,0,1,0,270000.0,4,1,1,1,47.0,0.0,0,12,2.0,1
8292,5029376,0,0,1,0,45000.0,1,4,1,1,56.0,0.0,0,15,2.0,1
8293,5029377,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8294,5029378,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8295,5029379,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8296,5029380,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8297,5029381,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8298,5029382,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8299,5029383,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8300,5029384,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8301,5029385,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8302,5029386,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8303,5029387,0,0,1,0,180000.0,1,4,0,1,57.0,0.0,0,15,2.0,1
8304,5029388,0,1,0,0,270000.0,4,4,1,1,34.0,8.0,0,12,2.0,1
8305,5029389,0,1,0,0,270000.0,4,4,1,1,34.0,8.0,0,12,2.0,1
8306,5029390,0,1,0,0,270000.0,4,4,1,1,34.0,8.0,0,12,2.0,1
8307,5029393,1,1,1,1,252000.0,4,1,1,1,49.0,0.0,0,18,3.0,1
8308,5029394,1,1,1,1,252000.0,4,1,1,1,49.0,0.0,0,18,3.0,1
8310,5029397,1,1,1,0,135000.0,4,1,1,1,27.0,2.0,1,16,2.0,1
8311,5029398,0,0,0,0,112500.0,1,4,1,1,52.0,0.0,0,15,2.0,1
8312,5029400,0,0,0,0,112500.0,1,4,1,1,52.0,0.0,0,15,2.0,1
8313,5029401,0,0,0,0,112500.0,1,4,1,1,52.0,0.0,0,15,2.0,1
8314,5029402,1,0,0,0,135000.0,4,1,3,5,31.0,1.0,0,8,1.0,1
8315,5029404,1,0,0,0,135000.0,4,1,3,5,31.0,1.0,0,8,1.0,1
8316,5029405,1,0,0,0,135000.0,4,1,3,5,31.0,1.0,0,8,1.0,1
8317,5029406,1,0,0,0,135000.0,4,1,3,5,31.0,1.0,0,8,1.0,1
8318,5029407,0,0,0,0,90000.0,2,4,1,4,47.0,3.0,0,3,2.0,1
8319,5029408,0,0,0,0,90000.0,2,4,1,4,47.0,3.0,0,3,2.0,1
8320,5029409,0,0,0,0,90000.0,2,4,1,4,47.0,3.0,0,3,2.0,1
8321,5029410,0,0,0,0,90000.0,2,4,1,4,47.0,3.0,0,3,2.0,1
8322,5029411,0,0,0,0,90000.0,2,4,1,4,47.0,3.0,0,3,2.0,1
8323,5029412,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8324,5029413,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8325,5029414,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8326,5029415,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8327,5029416,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8328,5029417,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8329,5029418,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8330,5029419,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8331,5029420,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8332,5029421,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8333,5029422,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8334,5029423,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8335,5029424,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8336,5029425,0,0,1,1,315000.0,2,4,0,1,30.0,6.0,0,3,3.0,1
8337,5029427,1,1,1,2,126000.0,4,4,1,1,28.0,1.0,1,4,4.0,1
8339,5029428,0,0,1,0,135000.0,4,4,2,1,44.0,3.0,0,16,1.0,1
8340,5029429,0,0,1,0,135000.0,4,4,2,1,44.0,3.0,0,16,1.0,1
8341,5029430,0,0,1,0,135000.0,4,4,2,1,44.0,3.0,0,16,1.0,1
8342,5029431,0,0,1,0,135000.0,4,4,2,1,44.0,3.0,0,16,1.0,1
8343,5029432,0,0,1,0,135000.0,4,4,2,1,44.0,3.0,0,16,1.0,1
8344,5029433,0,0,1,0,135000.0,4,4,2,1,44.0,3.0,0,16,1.0,1
8345,5029435,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8346,5029436,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8347,5029437,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8348,5029438,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8349,5029439,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8350,5029440,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8351,5029441,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8352,5029442,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8353,5029443,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8354,5029447,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8355,5029448,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8356,5029449,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8357,5029450,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8358,5029451,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8359,5029452,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8360,5029453,0,1,1,0,225000.0,4,1,1,1,47.0,8.0,0,3,2.0,1
8365,5029456,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8366,5029457,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8367,5029458,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8368,5029459,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8369,5029460,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8370,5029461,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8371,5029462,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8372,5029463,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8373,5029464,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8374,5029465,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8375,5029466,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8376,5029467,0,1,1,1,112500.0,0,1,0,1,28.0,8.0,0,3,3.0,1
8377,5029470,0,0,1,0,67500.0,1,4,4,1,55.0,0.0,0,15,1.0,1
8378,5029471,0,0,1,0,67500.0,1,4,4,1,55.0,0.0,0,15,1.0,1
8379,5029472,0,0,1,0,67500.0,1,4,4,1,55.0,0.0,0,15,1.0,1
8380,5029473,0,0,1,0,67500.0,1,4,4,1,55.0,0.0,0,15,1.0,1
8381,5029474,0,0,1,0,67500.0,1,4,4,1,55.0,0.0,0,15,1.0,1
8382,5029476,1,1,1,0,67500.0,4,4,1,1,44.0,7.0,1,12,2.0,1
8383,5029477,1,1,1,0,67500.0,4,4,1,1,44.0,7.0,1,12,2.0,1
8384,5029478,1,1,1,0,67500.0,4,4,1,1,44.0,7.0,1,12,2.0,1
8385,5029479,1,1,1,0,67500.0,4,4,1,1,44.0,7.0,1,12,2.0,1
8386,5029480,1,1,1,0,67500.0,4,4,1,1,44.0,7.0,1,12,2.0,1
8387,5029481,0,0,1,0,180000.0,4,4,3,1,40.0,5.0,0,8,1.0,1
8388,5029485,0,1,0,0,247500.0,4,4,1,1,57.0,10.0,0,10,2.0,1
8389,5029487,0,1,0,0,247500.0,4,4,1,1,57.0,10.0,0,10,2.0,1
8390,5029488,0,1,0,0,247500.0,4,4,1,1,57.0,10.0,0,10,2.0,1
8391,5029489,0,1,0,0,247500.0,4,4,1,1,57.0,10.0,0,10,2.0,1
8392,5029490,0,1,0,0,247500.0,4,4,1,1,57.0,10.0,0,10,2.0,1
8393,5029491,0,1,0,0,247500.0,4,4,1,1,57.0,10.0,0,10,2.0,1
8396,5029492,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8397,5029493,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8398,5029496,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8399,5029498,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8400,5029499,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8401,5029500,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8402,5029501,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8403,5029502,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8404,5029503,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8405,5029504,0,0,1,0,67500.0,4,1,1,1,33.0,4.0,0,12,2.0,1
8409,5029505,0,0,1,0,292500.0,1,4,0,1,62.0,0.0,0,15,2.0,1
8410,5029507,0,0,1,0,292500.0,1,4,0,1,62.0,0.0,0,15,2.0,1
8412,5029511,0,0,0,0,112500.0,0,4,1,1,49.0,2.0,0,12,2.0,1
8413,5029512,0,0,0,0,112500.0,0,4,1,1,49.0,2.0,0,12,2.0,1
8414,5029513,1,1,1,0,153000.0,2,4,0,1,51.0,4.0,1,4,2.0,1
8415,5029514,1,1,1,0,153000.0,2,4,0,1,51.0,4.0,1,4,2.0,1
8416,5029516,1,1,1,0,153000.0,2,4,0,1,51.0,4.0,1,4,2.0,1
8417,5029517,1,1,1,0,153000.0,2,4,0,1,51.0,4.0,1,4,2.0,1
8418,5029518,1,1,1,0,153000.0,2,4,0,1,51.0,4.0,1,4,2.0,1
8421,5029519,0,0,1,0,135000.0,4,4,1,1,52.0,23.0,0,12,2.0,1
8422,5029521,0,0,1,0,135000.0,4,4,1,1,52.0,23.0,0,12,2.0,1
8423,5029522,0,0,1,0,135000.0,4,4,1,1,52.0,23.0,0,12,2.0,1
8424,5029528,1,0,0,1,225000.0,0,1,1,2,51.0,1.0,0,2,3.0,1
8426,5029529,1,1,1,0,112500.0,1,3,1,1,59.0,0.0,0,15,2.0,1
8427,5029531,0,0,0,1,81000.0,4,1,1,1,28.0,1.0,0,3,3.0,1
8428,5029532,0,0,0,1,81000.0,4,1,1,1,28.0,1.0,0,3,3.0,1
8429,5029533,0,0,0,1,81000.0,4,1,1,1,28.0,1.0,0,3,3.0,1
8430,5029534,0,0,0,1,81000.0,4,1,1,1,28.0,1.0,0,3,3.0,1
8431,5029535,0,0,1,0,112500.0,4,1,0,1,34.0,3.0,0,3,2.0,1
8432,5029536,0,0,1,0,112500.0,4,1,0,1,34.0,3.0,0,3,2.0,1
8433,5029537,0,0,1,0,112500.0,4,1,0,1,34.0,3.0,0,3,2.0,1
8434,5029538,0,0,1,0,112500.0,4,1,0,1,34.0,3.0,0,3,2.0,1
8435,5029539,0,0,1,0,112500.0,4,1,0,1,34.0,3.0,0,3,2.0,1
